"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Liable MutOptLiability0",0.1439,0,0.143909,0.735639,0.894545,0.4507,1,1,0.596384,0.254271,,,0.0184681,,,,,0.134911,0.00945231,0,,10.3381,9.25832,19.5964,0.403573,10.3381,9.25832,0.403573,0.0460159,0.661898,0.707914,0.0138048,0.642274,0,0.403573,0,0.0184681,0.5,0.278845,0.153386,0.287868,1,0,0,0.894545,0.4507,0.105455,0.443845,0.0184681,0.134911,0.00945231,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Liable MutOptLiability-1",0.1226,0,0.122605,0.745524,0.758057,0.285414,1,1,0.586996,0.315987,,,0.0204179,,,,,0,0,0,,10.3879,9.29903,19.687,0.313041,10.3879,9.29903,0.313041,0.0397494,0.612067,0.651817,0.0119248,0.533395,0,0.313041,0,0.0204179,0.5,0.132498,0.132498,0.264996,1,0,-1,0.758057,0.285414,0.241943,0.472643,0.0204179,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Liable MutOptLiability-2",0.0798,0,0.0797871,0.766989,0.478388,0.00997552,1,1,0.586828,0.413271,,,0.00319693,,,,,0,0,0,,10.3299,9.52361,19.8535,0.146509,10.3299,9.52361,0.146509,0.0010168,0.670116,0.671133,0.000305036,0.571848,0,0.146509,0,0.00319693,0.5,0.00338929,0.00338929,0.00677859,1,0,-2,0.478388,0.00997552,0.521612,0.468413,0.00319693,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Liable MutOptLiability-3",0.0374,0,0.0374442,0.804477,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,1,1,0,1,0,0,0,0,,0,0,0,1,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Liable MutOptLiability-4",0.0106,0,0.0106021,0.857361,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,1,1,0,1,0,0,0,0,,0,0,0,1,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability4",0.0106,0,0.0106021,0.142639,1,1,1,1,0.888466,0.1,,,0,,,,,0,0,1,0.00562904,8.21914,10.5809,18.8,1.2,8.21914,10.5809,1.2,0.0157613,0,0.0157613,0.0441317,0,0,1.2,0,0,,0,0,0,0,0,4,1,1,0,0,0,0,0,0.994371,0.005629
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability3",0.0374,0,0.0374442,0.195523,1,1,1,1,0.699532,0.1,,,0,,,,,0.636386,0,0.363614,0.0910515,9.26714,9.91469,19.1818,0.818169,9.26714,9.91469,0.818169,0.283617,0,0.283617,0.316839,0,0,0.818169,0,0,,0.636386,0,0,0,0,3,1,1,0,0,0,0.636386,0,0.330507,0.0331076
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability2",0.0798,0,0.0797892,0.233008,0.948401,0.948401,1,1,0.63712,0.101787,,,0,,,,,0.795265,0,0.153136,0.459834,9.72519,9.61388,19.3391,0.660922,9.72519,9.61388,0.660922,0.435747,0,0.435747,0.623643,0,0,0.660922,0,0,,0.795265,0,0,0,0,2,0.948401,0.948401,0.051599,0,0,0.795265,0,0.0827187,0.0704169
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability1",0.1226,0,0.122605,0.254476,0.487593,0.487593,1,1,0.627912,0.131281,,,0,,,,,0.423516,0.0640774,0,,9.9178,9.78964,19.7074,0.292556,9.9178,9.78964,0.292556,0.210355,0,0.210355,0.146407,0,0,0.292556,0,0,,0.423516,0.0640774,0,0,0,1,0.487593,0.487593,0.512407,0,0,0.423516,0.0640774,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability0",0.1439,0,0.143909,0.264361,0.225815,0.200674,1,1,0.589177,0.177327,,,0.00393237,,,,,0.134911,0.00053542,0,,9.99055,9.88151,19.8721,0.127947,9.99055,9.88151,0.127947,0.118493,0,0.118493,0.0952576,0,0,0.127947,0,0.00393237,0.5,0.165559,0.031183,0.0612951,0,0,0,0.225815,0.200674,0.774185,0.0251413,0.00393237,0.134911,0.00053542,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability-1",0.0742,0,0.0742194,0.372063,0.156949,0.109772,1,1,0.586871,0.313354,,,0.00715314,,,,,0,0,0,,10.055,9.86501,19.92,0.0800163,10.055,9.86501,0.0800163,0.134994,0,0.134994,0.143086,0,0,0.0800163,0,0.00715314,0.5,0.0513095,0.0513095,0.102619,0,0,-1,0.156949,0.109772,0.843051,0.0471766,0.00715314,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability-2",0.0248,0,0.0248087,0.52003,0.100066,0.0020866,1,1,0.586828,0.413271,,,0.000668709,,,,,0,0,0,,10.069,9.90035,19.9694,0.0306457,10.069,9.90035,0.0306457,0.0996483,0,0.0996483,0.0996689,0,0,0.0306457,0,0.00066871,0.5,0.000708946,0.000708946,0.00141789,0,0,-2,0.100066,0.0020866,0.899934,0.097979,0.000668709,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability-3",0.0058,0,0.00580412,0.657085,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability-4",0.0008,0,0.000819528,0.780691,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PLiabilitySignal 1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PLiabilitySignal 2",0.2123,0,0.21228,0.402076,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.377993,0.377993,0,0.377993,0,0,0,0,,0,0,0,0.377993,0,-0.54831,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PLiabilitySignal 3",0.2258,0,0.22578,0.499996,0.902643,0.726347,1,1,0.586828,0.158427,,,0.0128626,,,,,0.537316,0,0,,10,9.51128,19.5113,0.488697,10,9.51128,0.488697,0.182302,0.393337,0.575639,0.0850353,0.421485,0,0.488697,0,0.0128626,0.5,0.625401,0.0880842,0.176168,0.499996,0,2E-05,0.902643,0.726347,0.0973569,0.176296,0.0128626,0.537316,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PLiabilitySignal 4",0.2123,0,0.21228,0.597924,1,0.710525,1,1,0.59158,0.18085,,,0.0170784,,,,,0.45247,0,0,,10.1185,9.36834,19.4868,0.513157,10.1185,9.36834,0.513157,0.177106,0.428886,0.605992,0.092955,0.440059,0,0.513157,0,0.0170784,0.5,0.572958,0.120488,0.240976,0.622007,0,0.54831,1,0.710525,0,0.289475,0.0170784,0.45247,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PLiabilitySignal 5",0.1748,0,0.17483,0.681949,1,0.613961,1,1,0.888466,0.204525,,,0,,,,,0,0.290001,0.32396,0.323841,10.2468,9.07464,19.3214,0.678564,10.2468,9.07464,0.678564,0.381482,0.323578,0.70506,0.64133,0.448541,0,0.678564,0,0,,0,0.290001,0,0.72552,0,1.16181,1,0.613961,0,0.386039,0,0,0.290001,0.219048,0.104912
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DLiabilitySignal 1",0.2137,0,0.213659,0.12847,0.363136,0.363136,1,1,0.632795,0.1,,,0,,,,,0.309678,0,0.053457,0.00689138,9.81213,9.93792,19.75,0.249956,9.81213,9.93792,0.249956,0.0879972,0.0711198,0.159117,0.0285949,0.0976062,0,0.249956,0,0,,0.309678,0,0,0.0586162,0,1.28737,0.363136,0.363136,0.636864,0,0,0.309678,0,0.053089,0.0003684
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DLiabilitySignal 2",0.1989,0,0.198895,0.284476,0.460787,0.460787,1,1,0.646867,0.1,,,0,,,,,0.371611,0,0.089175,0.132142,9.76807,9.90196,19.67,0.329977,9.76807,9.90196,0.329977,0.116498,0.230739,0.347237,0.0935672,0.336353,0,0.329977,0,0,,0.371611,0,0,0.186556,0,0.575425,0.460787,0.460787,0.539213,0,0,0.371611,0,0.0773915,0.0117838
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DLiabilitySignal 3",0.1749,0,0.174895,0.5,0.599036,0.599036,1,1,0.667689,0.11107,,,0,,,,,0.441914,0,0.157122,0.579308,9.89408,9.65222,19.5463,0.453694,9.89408,9.65222,0.453694,0.260428,0.560267,0.820694,0.462025,0.791758,0,0.453694,0,0,,0.441914,0,0,0.5,0,-9.33796E-16,0.599036,0.599036,0.400964,0,0,0.441914,0,0.0660998,0.0910218
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DLiabilitySignal 4",0.1989,0,0.198895,0.715524,0.72685,0.72685,1,1,0.691374,0.312431,,,0.0294431,,,,,0,0.247687,0,,10.2692,9.29468,19.5639,0.43611,10.2692,9.29468,0.43611,0.239132,0.589437,0.828569,0.178797,0.574931,0,0.43611,0,0.0294431,0.5,0.22486,0.472547,0.44972,0.813444,0,-0.575425,0.72685,0.72685,0.27315,0,0.0294431,0,0.247687,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DLiabilitySignal 5",0.2137,0,0.213657,0.87153,0.806615,0.0168198,1,1,0.709201,0.413271,,,0.00315202,,,,,0,0.00672724,0,,10.5596,9.19339,19.753,0.24703,10.5596,9.19339,0.24703,0.0485308,0.41346,0.46199,0.0466554,0.255766,0,0.24703,0,0.00315202,0.5,0.00347027,0.0101975,0.00694055,0.941384,0,-1.28736,0.806615,0.0168198,0.193385,0.789795,0.00315202,0,0.00672724,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PDoesntFile",0.4091,0,0.409091,0.371429,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.340311,0.340311,0,0.340311,0,0,0,0,,0,0,0,0.340311,0,-0.781034,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","P Files",0.5909,0,0.590909,0.58901,1,0.714431,1,1,0.66522,0.178159,,,0.01105,,,,,0.36785,0.0858016,0.095849,0.323841,10.1156,9.31256,19.4282,0.571839,10.1156,9.31256,0.571839,0.246148,0.381501,0.627649,0.255633,0.433242,0,0.571839,0,0.01105,0.5,0.44479,0.162742,0.153881,0.610553,0,0.540724,1,0.714431,0,0.285569,0.01105,0.36785,0.0858016,0.064809,0.0310398
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DDoesntAnswer",0.1687,0,0.168745,0.874566,1,0,1,1,,,,,0,,,,,0,0,0,,10.7,9,19.7,0.3,10.7,9,0.3,0.0565955,0.283021,0.339617,0.0565955,0.0849064,0,0.3,0,0,,0,0,0,0.943404,0,-0.835923,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","D Answers",0.4222,0,0.422164,0.474869,1,1,1,1,0.66522,0.178159,,,0.0154668,,,,,0.514885,0.120098,0.134161,0.323841,9.882,9.4375,19.3195,0.680497,9.882,9.4375,0.680497,0.321914,0.420865,0.742779,0.335191,0.572477,0,0.680497,0,0.0154668,0.5,0.62258,0.227793,0.21539,0.477507,0,1.09099,1,1,0,0,0.0154668,0.514885,0.120098,0.0907141,0.0434469
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","Settles1",0.0065,0,0.00652952,0.733511,1,1,1,1,0.5,0.5,,,1,,,,,0,0,0,,10.2,9.2,19.4,0.6,10.2,9.2,0.6,0.136414,0.663586,0.8,0.109131,0.530869,0,0.6,0,1,0.5,0,0,0,0.829483,0,-0.547906,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DoesntSettle1",0.4156,0,0.415634,0.470805,1,1,1,1,0.667815,0.173103,,,0,,,,,0.522973,0.121984,0.136269,0.323841,9.87701,9.44123,19.3182,0.681761,9.87701,9.44123,0.681761,0.324828,0.417052,0.74188,0.338742,0.57313,0,0.681761,0,0,,0.63236,0.231371,0.218774,0.471978,0,1.11674,1,1,0,0,0,0.522973,0.121984,0.0921392,0.0441295
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PAbandons1",0.2174,0,0.217366,0.323366,1,1,1,1,0.588928,0.103936,,,0,,,,,1,0,0,,9.7,9.7,19.4,0.6,9.7,9.7,0.6,0.218925,0.351325,0.57025,0.0656775,0.456722,0,0.6,0,0,,1,0,0,0.27025,0,1.39071,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","PDoesntAbandon1",0.1983,0,0.198269,0.632446,1,1,1,1,0.754301,0.248932,,,0,,,,,0,0.255718,0.285663,0.323841,10.0711,9.15754,19.2286,0.771398,10.0711,9.15754,0.771398,0.440932,0.489109,0.930042,0.638108,0.700751,0,0.771398,0,0,,0.22931,0.485028,0.458619,0.693136,0,0.816373,1,1,0,0,0,0,0.255718,0.193153,0.0925094
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DDefaults1",0.0507,0,0.0507009,0.745101,1,1,1,1,0.888466,0.31529,,,0,,,,,0,1,0,,10.7,8.7,19.4,0.6,10.7,8.7,0.6,0.456472,0.253059,0.70953,0.340355,0.0759176,0,0.6,0,0,,0,1,0,0.843528,0,0.971651,1,1,0,0,0,0,1,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","DDoesntDefault1",0.1476,0,0.147568,0.59374,1,1,1,1,0.708206,0.226133,,,0,,,,,0,0,0.38381,0.323841,9.85498,9.31474,19.1697,0.830286,9.85498,9.31474,0.830286,0.435593,0.570211,1.0058,0.740409,0.91543,0,0.830286,0,0,,0.308095,0.308095,0.61619,0.641464,0,0.763022,1,1,0,0,0,0,0,0.259516,0.124294
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","POrDQuits1",0.2681,0,0.268067,0.403131,1,1,1,1,0.645581,0.143911,,,0,,,,,0.810864,0.189136,0,,9.88914,9.51086,19.4,0.6,9.88914,9.51086,0.6,0.263854,0.332739,0.596593,0.117629,0.384698,0,0.6,0,0,,0.810864,0.189136,0,0.378677,0,1.31145,1,1,0,0,0,0.810864,0.189136,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","P Loses",0.0383,0,0.0382962,0.302065,1,1,1,1,0.888466,0.103342,,,0,,,,,0,0,1,0,8.2,10.6,18.8,1.2,8.2,10.6,1.2,0,0.641809,0.641809,0,1.79706,0,1.2,0,0,,0,0,0,0.229217,0,2.99432,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Risk Neutral Noise 2,0.5","9.809E-06","0.5008","36","P Wins",0.0183,0,0.0183417,0.575136,1,1,1,1,0.888466,0.109608,,,0,,,,,0,0,1,1,11.6,7.2,18.8,1.2,11.6,7.2,1.2,2.17717,0,2.17717,4.97497,0,0,1.2,0,0,,0,0,0,0.622833,0,2.13636,1,1,0,0,0,0,0,0,1
