"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Liable MutOptLiability0",0.1439,0,0.143909,0.735639,0.974323,0.692587,1,1,0.814302,0.162909,,,0,,,,,0.181914,0.477897,0.032776,0.606271,10.6316,9.10856,19.7401,0.259869,10.6316,9.10856,0.259869,0.0865878,0.371406,0.457994,0.0219302,0.322871,0,0.259869,0,0,,0.181914,0.477897,0,1,0,0,0.974323,0.692587,0.0256768,0.281736,0,0.181914,0.477897,0.0129048,0.0198711
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Liable MutOptLiability-1",0.1226,0,0.122605,0.745524,0.935923,0.635906,1,1,0.700044,0.172961,,,0,,,,,0.148168,0.249586,0,,10.5283,9.23594,19.7642,0.235774,10.5283,9.23594,0.235774,0.0552994,0.47171,0.527009,0.00829491,0.432553,0,0.235774,0,0,,0.267244,0.368663,0.238152,1,0,-1,0.935923,0.635906,0.0640774,0.300016,0,0.148168,0.249586,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Liable MutOptLiability-2",0.0798,0,0.0797871,0.766989,0.84686,0.51746,1,1,0.568788,0.198444,,,0.0422829,,,,,0,0.0439868,0,,10.4831,9.31226,19.7954,0.204648,10.4831,9.31226,0.204648,0.0389373,0.516905,0.555842,0.00584059,0.469381,0,0.204648,0,0.0422829,0.5,0.215595,0.259582,0.43119,1,0,-2,0.84686,0.51746,0.15314,0.329401,0.0422829,0,0.0439868,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Liable MutOptLiability-3",0.0374,0,0.0374442,0.804477,0.636386,0.240855,1,1,0.5,0.35396,,,0.152919,,,,,0,0,0,,10.4205,9.44791,19.8684,0.131586,10.4205,9.44791,0.131586,0.0065952,0.5795,0.586095,0.000989279,0.496259,0,0.131586,0,0.152919,0.5,0.043968,0.043968,0.0879359,1,0,-3,0.636386,0.240855,0.363614,0.395531,0.152919,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Liable MutOptLiability-4",0.0106,0,0.0106021,0.857361,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,1,1,0,1,0,0,0,0,,0,0,0,1,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability4",0.0106,0,0.0106021,0.142639,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.00562904,9.2607,10.1393,19.4,0.6,9.2607,10.1393,0.6,0.0098508,0,0.00985082,0.0172389,0,0,0.6,0,0,,0,0,0,0,0,4,1,1,0,0,0,0,0,0.994371,0.005629
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability3",0.0374,0,0.0374442,0.195523,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.0359591,9.31832,10.0817,19.4,0.6,9.31832,10.0817,0.6,0.0629284,0,0.0629284,0.110125,0,0,0.6,0,0,,0,0,0,0,0,3,1,1,0,0,0,0,0,0.964041,0.0359591
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability2",0.0798,0,0.0797892,0.233008,1,1,1,1,0.782051,0.1,,,0,,,,,0.413774,0,0.586226,0.160909,9.67749,9.84664,19.5241,0.475868,9.67749,9.84664,0.475868,0.227142,0,0.227142,0.298192,0,0,0.475868,0,0,,0.413774,0,0,0,0,2,1,1,0,0,0,0.413774,0,0.491897,0.0943289
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability1",0.1226,0,0.122605,0.254476,1,1,1,1,0.63903,0.1,,,0,,,,,0.720861,0.0640774,0.215062,0.312921,9.91291,9.72258,19.6355,0.364519,9.91291,9.72258,0.364519,0.299588,0,0.299588,0.30706,0,0,0.364519,0,0,,0.720861,0.0640774,0,0,0,1,1,1,0,0,0,0.720861,0.0640774,0.147764,0.0672973
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability0",0.1439,0,0.143909,0.264361,0.546703,0.530744,1,1,0.606456,0.10465,,,0,,,,,0.423023,0.0749455,0.032776,0.393729,10.0138,9.8148,19.8286,0.17145,10.0138,9.8148,0.17145,0.188183,0,0.188183,0.164113,0,0,0.17145,0,0,,0.423023,0.0749455,0,0,0,0,0.546703,0.530744,0.453297,0.0159588,0,0.423023,0.0749455,0.0198711,0.0129048
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability-1",0.0742,0,0.0742194,0.372063,0.442095,0.412149,1,1,0.56958,0.111236,,,0,,,,,0.273415,0.0446597,0,,10.0553,9.81653,19.8719,0.128137,10.0553,9.81653,0.128137,0.183465,0,0.183465,0.158425,0,0,0.128137,0,0,,0.320452,0.091697,0.0940745,0,0,-1,0.442095,0.412149,0.557905,0.029946,0,0.273415,0.0446597,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability-2",0.0248,0,0.0248087,0.52003,0.384846,0.315944,1,1,0.523566,0.133726,,,0.00884441,,,,,0,0.00920081,0,,10.1737,9.72113,19.8949,0.105119,10.1737,9.72113,0.105119,0.278866,0,0.278866,0.285143,0,0,0.105119,0,0.00884441,0.5,0.14895,0.15815,0.297899,0,0,-2,0.384846,0.315944,0.615154,0.0689015,0.00884441,0,0.00920081,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability-3",0.0058,0,0.00580412,0.657085,0.289943,0.109736,1,1,0.5,0.35396,,,0.0696713,,,,,0,0,0,,10.1916,9.74846,19.94,0.0599518,10.1916,9.74846,0.0599518,0.251535,0,0.251535,0.236587,0,0,0.0599518,0,0.0696713,0.5,0.0200322,0.0200322,0.0400644,0,0,-3,0.289943,0.109736,0.710057,0.180207,0.0696713,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability-4",0.0008,0,0.000819528,0.780691,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,-4,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Truly Not Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability0",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability-1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability-2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability-3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","High Quality Liable MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PLiabilitySignal 1",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PLiabilitySignal 2",0.2123,0,0.21228,0.402076,1,0.925305,1,1,0.5,0.112484,,,0.0288784,,,,,0.7287,0,0,,10.023,9.68821,19.7112,0.288796,10.023,9.68821,0.288796,0.125095,0.284132,0.409227,0.0426131,0.297424,0,0.288796,0,0.0288784,0.5,0.812563,0.0838633,0.167727,0.377993,0,-0.54831,1,0.925305,0,0.0746951,0.0288784,0.7287,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PLiabilitySignal 3",0.2258,0,0.22578,0.499996,1,0.876024,1,1,0.677455,0.121886,,,0.0159139,,,,,0.464732,0.061567,0.130538,0.191676,10.1144,9.56508,19.6794,0.320565,10.1144,9.56508,0.320565,0.143478,0.308415,0.451892,0.0947707,0.330517,0,0.320565,0,0.0159139,0.5,0.566369,0.163204,0.203273,0.499996,0,2E-05,1,0.876024,0,0.123976,0.0159139,0.464732,0.061567,0.105517,0.025021
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PLiabilitySignal 4",0.2123,0,0.21228,0.597924,1,0.816252,1,1,0.9,0.134813,,,0,,,,,0,0.363782,0.45247,0.253652,10.3441,9.24771,19.5918,0.408179,10.3441,9.24771,0.408179,0.247595,0.189621,0.437216,0.263701,0.215086,0,0.408179,0,0,,0,0.363782,0,0.622007,0,0.54831,1,0.816252,0,0.183748,0,0,0.363782,0.3377,0.11477
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PLiabilitySignal 5",0.1748,0,0.17483,0.681949,1,0.754957,1,1,0.9,0.150195,,,0,,,,,0,0.430997,0.32396,0.323841,10.531,9.10857,19.6396,0.360432,10.531,9.10857,0.360432,0.248974,0.179362,0.428336,0.249586,0.167491,0,0.360432,0,0,,0,0.430997,0,0.72552,0,1.16181,1,0.754957,0,0.245043,0,0,0.430997,0.219048,0.104912
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DLiabilitySignal 1",0.2137,0,0.213659,0.12847,0.67739,0.67739,1,1,0.657297,0.1,,,0,,,,,0.458303,0,0.219088,0.00553898,9.76924,9.96181,19.7311,0.268943,9.76924,9.96181,0.268943,0.066571,0.0730455,0.139617,0.0127256,0.0963759,0,0.268943,0,0,,0.458303,0,0,0.0586162,0,1.28737,0.67739,0.67739,0.32261,0,0,0.458303,0,0.217874,0.0012135
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DLiabilitySignal 2",0.1989,0,0.198895,0.284476,0.752313,0.752313,1,1,0.688132,0.1,,,0,,,,,0.450751,0,0.301562,0.111796,9.77027,9.91357,19.6838,0.316162,9.77027,9.91357,0.316162,0.0986861,0.220203,0.318889,0.0725871,0.298943,0,0.316162,0,0,,0.450751,0,0,0.186556,0,0.575425,0.752313,0.752313,0.247687,0,0,0.450751,0,0.267848,0.0337134
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DLiabilitySignal 3",0.1749,0,0.174895,0.5,0.842878,0.842878,1,1,0.730703,0.1,,,0,,,,,0.411923,0,0.430956,0.549137,10.0646,9.55321,19.6178,0.38215,10.0646,9.55321,0.38215,0.296404,0.440967,0.737371,0.355657,0.581378,0,0.38215,0,0,,0.411923,0,0,0.5,0,-1.65232E-16,0.842878,0.842878,0.157122,0,0,0.411923,0,0.194302,0.236654
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DLiabilitySignal 4",0.1989,0,0.198895,0.715524,0.910825,0.910825,1,1,0.772236,0.1,,,0,,,,,0,0.567625,0,,10.6026,9.12415,19.7268,0.273247,10.6026,9.12415,0.273247,0.247274,0.317163,0.564437,0.187965,0.263265,0,0.273247,0,0,,0.1716,0.739225,0.3432,0.813444,0,-0.575425,0.910825,0.910825,0.0891754,0,0,0,0.567625,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DLiabilitySignal 5",0.2137,0,0.213657,0.87153,0.946542,0.358241,1,1,0.799981,0.35396,,,0.0455093,,,,,0,0.250766,0,,10.7508,9.05346,19.8043,0.195717,10.7508,9.05346,0.195717,0.0943783,0.233732,0.32811,0.062309,0.124488,0,0.195717,0,0.0455093,0.5,0.0309829,0.281749,0.0619657,0.941384,0,-1.28736,0.946542,0.358241,0.0534579,0.588301,0.0455093,0,0.250766,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PDoesntFile",0.1748,0,0.17483,0.318051,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.27448,0.27448,0,0.27448,0,0,0,0,,0,0,0,0.27448,0,-1.16181,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","P Files",0.8252,0,0.82517,0.538549,1,0.847674,1,1,0.724745,0.12779,,,0.0117835,,,,,0.314621,0.201747,0.220756,0.265448,10.2382,9.41839,19.6566,0.343378,10.2382,9.41839,0.343378,0.187885,0.244265,0.43215,0.157612,0.257768,0,0.343378,0,0.0117835,0.5,0.364005,0.251131,0.0987675,0.54778,0,0.24616,1,0.847674,0,0.152326,0.0117835,0.314621,0.201747,0.162157,0.0585992
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DDoesntAnswer",0.1257,0,0.125695,0.872641,1,0,1,1,,,,,0,,,,,0,0,0,,10.85,9,19.85,0.15,10.85,9,0.15,0.0578743,0.141319,0.199193,0.0578743,0.0211978,0,0.15,0,0,,0,0,0,0.942126,0,-1.13416,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","D Answers",0.6995,0,0.699475,0.478513,1,1,1,1,0.724745,0.12779,,,0.0139009,,,,,0.371158,0.238,0.260425,0.265448,10.1283,9.49357,19.6219,0.378128,10.1283,9.49357,0.378128,0.211248,0.262764,0.474012,0.175535,0.300279,0,0.378128,0,0.0139009,0.5,0.429416,0.296258,0.116516,0.476917,0,0.494201,1,1,0,0,0.0139009,0.371158,0.238,0.191296,0.0691293
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","Settles1",0.0097,0,0.00972336,0.863177,1,1,1,1,0.5,0.5,,,1,,,,,0,0,0,,10.35,9.35,19.7,0.3,10.35,9.35,0.3,0.0417005,0.608299,0.65,0.0271054,0.395395,0,0.3,0,1,0.5,0,0,0,0.935845,0,-2.63047,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DoesntSettle1",0.6898,0,0.689752,0.473091,1,1,1,1,0.727914,0.122543,,,0,,,,,0.37639,0.241355,0.264096,0.265448,10.1252,9.4956,19.6208,0.379229,10.1252,9.4956,0.379229,0.213638,0.257893,0.471531,0.177627,0.298938,0,0.379229,0,0,,0.435469,0.300435,0.118158,0.470448,0,0.538249,1,1,0,0,0,0.37639,0.241355,0.193993,0.0701038
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PAbandons1",0.2596,0,0.259616,0.281855,1,1,1,1,0.546457,0.1,,,0,,,,,1,0,0,,9.85,9.85,19.7,0.3,9.85,9.85,0.3,0.117038,0.252712,0.36975,0.0175556,0.290619,0,0.3,0,0,,1,0,0,0.21975,0,0.503839,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","PDoesntAbandon1",0.4301,0,0.430136,0.588514,1,1,1,1,0.837435,0.136149,,,0,,,,,0,0.387029,0.423496,0.265448,10.2913,9.28169,19.573,0.427049,10.2913,9.28169,0.427049,0.271943,0.26102,0.532963,0.274241,0.303959,0,0.427049,0,0,,0.0947374,0.481767,0.189475,0.62176,0,0.559017,1,1,0,0,0,0,0.387029,0.31108,0.112416
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DDefaults1",0.1665,0,0.166475,0.777395,1,1,1,1,0.9,0.181734,,,0,,,,,0,1,0,,10.85,8.85,19.7,0.3,10.85,8.85,0.3,0.283259,0.130011,0.41327,0.195737,0.0195017,0,0.3,0,0,,0,1,0,0.866741,0,0.0472908,1,1,0,0,0,0,1,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","DDoesntDefault1",0.2637,0,0.263661,0.469255,1,1,1,1,0.797931,0.107367,,,0,,,,,0,0,0.690891,0.265448,9.93847,9.55426,19.4927,0.507267,9.93847,9.55426,0.507267,0.264798,0.343739,0.608537,0.323808,0.483566,0,0.507267,0,0,,0.154554,0.154554,0.309109,0.46708,0,0.882121,1,1,0,0,0,0,0,0.507496,0.183396
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","POrDQuits1",0.4261,0,0.426091,0.475464,1,1,1,1,0.684587,0.131934,,,0,,,,,0.609296,0.390704,0,,10.2407,9.4593,19.7,0.3,10.2407,9.4593,0.3,0.181981,0.204772,0.386753,0.0871718,0.184692,0,0.3,0,0,,0.609296,0.390704,0,0.472532,0,0.325464,1,1,0,0,0,0.609296,0.390704,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","P Loses",0.1338,0,0.133807,0.277248,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0,9.25,10.15,19.4,0.6,9.25,10.15,0.6,0,0.352366,0.352366,0,0.616641,0,0.6,0,0,,0,0,0,0.201352,0,2.20209,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Noise 2,0.5","3.005E-06","0.3802","2","P Wins",0.0484,0,0.0483543,0.564896,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11.15,8.25,19.4,0.6,11.15,8.25,0.6,1.14377,0,1.14377,1.54694,0,0,0.6,0,0,,0,0,0,0.606226,0,1.41189,1,1,0,0,0,0,0,0,1
