Equilibrium Type,OptionSetName,Specification,Signal Structure,Information Level,Party Signal Sigma,Court Signal Sigma,Costs Multiplier,Fee Shifting Multiplier,Fee Regime,Risk Aversion,CARA Alpha,Fee Shifting Rule,Relative Costs,Filing and Answering,Allow Abandon and Defaults,Probability Truly Liable,Noise to Produce Case Strength,Issue,Proportion of Costs at Beginning,Liability Signal Shaping,Damages Signal Shaping,Number of Signals,Number of Court Signals,Number of Offers,Quality Distribution,Quality-Truth Link,Integration Method,Quadrature Order,Detailed Signal Reporting,Signal Owner,Signal Index,Signal Probability,P Filing Probability,D Answering Probability Unconditional,D Answering Probability Conditional on Filing,Reaches Bargaining Probability,P Offer Mean,D Offer Mean,Offer-Overlap Acceptance Conditional on Reaching Bargaining,P Abandonment Probability Unconditional,P Abandonment Probability Conditional on Reaching Bargaining,D Default Probability Unconditional,D Default Probability Conditional on Reaching Bargaining,Mutual Give-Up Probability Before 50/50 Allocation,Settlement Probability Unconditional,Settlement Probability Conditional on Reaching Bargaining,Trial Probability Unconditional,Trial Probability Conditional on Reaching Bargaining,P Trial Win Probability Unconditional,P Trial Loss Probability Unconditional,P Offer 1 Action 1,D Offer 1 Action 1,P Offer 1 Action 2,D Offer 1 Action 2,P Offer 1 Action 3,D Offer 1 Action 3,P Offer 1 Action 4,D Offer 1 Action 4,P Offer 1 Action 5,D Offer 1 Action 5,P Offer 1 Action 6,D Offer 1 Action 6,P Offer 1 Action 7,D Offer 1 Action 7,P Offer 1 Action 8,D Offer 1 Action 8,P Offer 1 Action 9,D Offer 1 Action 9,P Offer 1 Action 10,D Offer 1 Action 10
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,1,0.080399999999999999,1,1,1,1,0.050000000000000003,0.16955400000000001,1,0,0,0,0,0,1,1,0,0,0,0,1,0.73940399999999995,0,0,0,0,0,0,0,0.222306,0,0,0,0,0,0,0,0.038289999999999998,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,10,0.080399999999999999,1,1,1,1,0.84999999999999998,0.76906600000000003,0.82277,0,0,0,0,0,0.82277,0.82277,0.17723,0.17723,0.14451600000000001,0.032714199999999999,0,0.025106,0,0,0,0,0,0,0,0.15212400000000001,0,0,0,0,0,0,1,0.82277,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,2,0.097699999999999995,1,1,1,1,0.050000000000000003,0.20511799999999999,1,0,0,0,0,0,1,1,0,0,0,0,1,0.67624499999999999,0,0,0,0,0,0,0,0.25971499999999997,0,0,0,0,0,0,0,0.06404,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,3,0.1062,1,1,1,1,0.45000000000000001,0.258878,0.412386,0.587614,0.587614,0,0,0,0.412386,0.412386,0,0,0,0,0,0.58761399999999997,0,0,0,0,0,0,1,0.30257600000000001,0,0,0,0,0,0,0,0.10981,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,4,0.1081,1,1,1,1,0.45000000000000001,0.334395,0.525877,0.113562,0.113562,0,0,0,0.525877,0.525877,0.360562,0.360562,0.058083099999999999,0.302479,0,0.47412300000000002,0,0,0,0,0,0,1,0.34076699999999999,0,0,0,0,0,0,0,0.18511,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,5,0.1076,1,1,1,1,0.45000000000000001,0.42852000000000001,0.652171,0,0,0,0,0,0.652171,0.652171,0.347829,0.347829,0.077793600000000004,0.270036,0,0.347829,0,0,0,0,0,0,1,0.358041,0,0,0,0,0,0,0,0.29413,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,6,0.1076,1,1,1,1,0.45000000000000001,0.528999,0.770017,0,0,0,0,0,0.770017,0.770017,0.229983,0.229983,0.069552900000000001,0.16042999999999999,0,0.22998299999999999,0,0,0,0,0,0,1,0.34253699999999998,0,0,0,0,0,0,0,0.42748000000000003,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,7,0.1081,1,1,1,1,0.84999999999999998,0.61972499999999997,0.56294,0,0,0,0,0,0.56294,0.56294,0.43706,0.43706,0.238148,0.19891200000000001,0,0.138628,0,0,0,0,0,0,0,0.29843199999999998,0,0,0,0,0,0,1,0.56294,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,8,0.1062,1,1,1,1,0.84999999999999998,0.68995499999999998,0.67852,0,0,0,0,0,0.67852,0.67852,0.32148,0.32148,0.20918900000000001,0.112291,0,0.0786332,0,0,0,0,0,0,0,0.24284700000000001,0,0,0,0,0,0,1,0.67852000000000001,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,0,American,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,9,0.097699999999999995,1,1,1,1,0.84999999999999998,0.73821400000000004,0.76439,0,0,0,0,0,0.76439,0.76439,0.23561,0.23561,0.17491599999999999,0.060693799999999999,0,0.0438558,0,0,0,0,0,0,0,0.19175400000000001,0,0,0,0,0,0,1,0.76439000000000001,0,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,1,0.080500000000000002,1,1,1,1,0.16705200000000001,0.050000000000000003,0.822757,0.0333092,0.0333092,0,0,0,0.822757,0.822757,0.143934,0.143934,0.0281585,0.115775,0.82275699999999996,1,0,0,0,0,0,0,0.084932900000000006,0,0,0,0,0,0,0,0,0,0.0923099,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,10,0.080399999999999999,1,1,1,1,0.89269399999999999,0.94999999999999996,1,0,0,0,0,0,1,1,0,0,0,0,0.038291699999999998,0,0,0,0,0,0,0,0.045686400000000002,0,0,0,0,0,0,0,0,0,0.916022,1
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,2,0.097699999999999995,1,1,1,1,0.211949,0.050000000000000003,0.764397,0.0392918,0.0392918,0,0,0,0.764397,0.764397,0.196311,0.196311,0.053358500000000003,0.142953,0.76439699999999999,1,0,0,0,0,0,0,0.100187,0,0,0,0,0,0,0,0,0,0.13541600000000001,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,3,0.1062,1,1,1,1,0.28076099999999998,0.050000000000000003,0.678532,0.0459329,0.0459329,0,0,0,0.678532,0.678532,0.275536,0.275536,0.100797,0.17473900000000001,0.67853200000000002,1,0,0,0,0,0,0,0.117121,0,0,0,0,0,0,0,0,0,0.204347,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,4,0.1081,1,1,1,1,0.37775199999999998,0.050000000000000003,0.562961,0.0514412,0.0514412,0,0,0,0.562961,0.562961,0.385598,0.385598,0.18213599999999999,0.203462,0.56296100000000004,1,0,0,0,0,0,0,0.131166,0,0,0,0,0,0,0,0,0,0.30587300000000001,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,5,0.1076,1,1,1,1,0.49748700000000001,0.050000000000000003,0.427478,0.0531666,0.0531666,0,0,0,0.427478,0.427478,0.519355,0.519355,0.30270999999999998,0.216645,0.42747800000000002,1,0,0,0,0,0,0,0.13556599999999999,0,0,0,0,0,0,0,0,0,0.43695600000000001,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,6,0.1076,1,1,1,1,0.62222,0.42594599999999999,0.412666,0.0029742,0.0029742,0.0984662,0.0984662,0,0.412666,0.412666,0.485894,0.485894,0.34494900000000001,0.14094400000000001,0.29413899999999998,0.0601352,0,0,0,0,0,0,0.126111,0.93986499999999995,0,0,0,0,0,0,0,0,0.57974999999999999,0
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,7,0.1081,1,1,1,1,0.73057499999999997,0.94999999999999996,1,0,0,0,0,0,1,1,0,0,0,0,0.18512000000000001,0,0,0,0,0,0,0,0.10563500000000001,0,0,0,0,0,0,0,0,0,0.70924500000000001,1
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,8,0.1062,1,1,1,1,0.810253,0.94999999999999996,1,0,0,0,0,0,1,1,0,0,0,0,0.10981100000000001,0,0,0,0,0,0,0,0.081833600000000006,0,0,0,0,0,0,0,0,0,0.80835500000000005,1
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Defendant,9,0.097699999999999995,1,1,1,1,0.86182099999999995,0.94999999999999996,1,0,0,0,0,0,1,1,0,0,0,0,0.064047599999999996,0,0,0,0,0,0,0,0.0610722,0,0,0,0,0,0,0,0,0,0.87487999999999999,1
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,1,0.080399999999999999,1,1,1,1,0.050000000000000003,0.102728,1,0,0,0,0,0,1,1,0,0,0,0,1,0.91604200000000002,0,0,0,0,0,0,0,0.045668,0,0,0,0,0,0,0,0,0,0.038289999999999998
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,10,0.080399999999999999,1,1,1,1,0.94999999999999996,0.82446299999999995,0.82277,0,0,0.015347,0.015347,0,0.82277,0.82277,0.161883,0.161883,0.13127,0.030613000000000001,0,0.092303800000000005,0,0,0,0,0,0,0,0.084926199999999993,0,0,0,0,0,0,0,0,1,0.82277
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,2,0.097699999999999995,1,1,1,1,0.050000000000000003,0.13206499999999999,1,0,0,0,0,0,1,1,0,0,0,0,1,0.874888,0,0,0,0,0,0,0,0.061072399999999999,0,0,0,0,0,0,0,0,0,0.06404
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,3,0.1062,1,1,1,1,0.050000000000000003,0.181559,1,0,0,0,0,0,1,1,0,0,0,0,1,0.808365,0,0,0,0,0,0,0,0.081824599999999997,0,0,0,0,0,0,0,0,0,0.10981
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,4,0.1081,1,1,1,1,0.050000000000000003,0.25885200000000003,1,0,0,0,0,0,1,1,0,0,0,0,1,0.70925899999999997,0,0,0,0,0,0,0,0.105631,0,0,0,0,0,0,0,0,0,0.18511
Only Eq,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,All litigation costs avoidable at bargaining plus moderate risk aversion,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Moderately Risk Averse,2,English,1,Endogenous,true,0.5,N/A,Liability,0,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Plaintiff,5,0.1076,1,1,1,1,0.48002699999999998,0.36515799999999998,0.412659,0.213721,0.213721,0.00136848,0.00136848,0,0.412659,0.412659,0.372252,0.372252,0.108547,0.263706,0,0.57976799999999995,0,0,0,0,0,0,0.93994699999999998,0.12610199999999999,0,0,0,0,0,0,0,0,0.0600534,0.29413
